Timestamp,SPY Opening Price,QQQ Opening Price,VXX Opening Price,DIA Opening Price,SPY Closing Price,QQQ Closing Price,VXX Closing Price,DIA Closing Price,SPY 5D Avg Volume,SPY 3D Avg Volume,SPY 1D Avg Volume,QQQ 5D Avg Volume,QQQ 3D Avg Volume,QQQ 1D Avg Volume,VXX 5D Avg Volume,VXX 3D Avg Volume,VXX 1D Avg Volume,DIA 5D Avg Volume,DIA 3D Avg Volume,DIA 1D Avg Volume,SPY 5D Stock Change,SPY 3D Stock Change,SPY 1D Stock Change,QQQ 5D Stock Change,QQQ 3D Stock Change,QQQ 1D Stock Change,VXX 5D Stock Change,VXX 3D Stock Change,VXX 1D Stock Change,DIA 5D Stock Change,DIA 3D Stock Change,DIA 1D Stock Change,SPY Strike,SPY Open CC,SPY Close CC
2022-01-20,453.65,369.65,79.24,351.6,453.02,367.45,79.04,351.52,101306711.0,109099147.5,80255642.47058824,78728398.5,78426461.5,59021853.76470588,17891328.1875,17564988.75,12894643.647058824,7638282.0,7779807.0,5686267.05882353,-0.04,0.0,0,-0.05,0.0,0,0.13,0.0,0,-0.03,0.0,0,454,-1.0,-1.0
2022-01-21,444.12,358.28,86.24,346.2,441.45,355.3,89.08,344.35,109022759.75,113400030.33333333,82574873.22222222,81372036.5,81802145.66666667,60662501.55555555,18617105.75,17603622.5,13160546.222222222,8275938.5,8176114.0,5868626.0,-0.02,-0.02,0,-0.02,-0.02,0,0.03,0.03,0,-0.02,-0.01,0,445,-1.0,-1.0
2022-01-24,432.87,345.4,97.8,339.64,426.03,340.66,101.68,334.12,135556308.0,144124668.66666666,88861729.42105263,97184964.25,104432338.66666667,65013602.526315786,21731632.5,23209327.0,14263447.078947369,10207488.0,10885602.333333334,6417730.421052632,0.0,-0.04,0,0.0,-0.05,0,0.0,0.15,0,0.0,-0.03,0,433,-1.0,-1.0
2022-01-25,432.55,345.78,101.04,340.39,438.13,349.48,92.88,344.55,158894834.0,227137039.5,97031089.85,117624393.2,171357764.5,71732027.85,26730953.0,40421948.75,15886686.475,14109882.6,23010535.5,7582816.95,-0.07,-0.04,0,-0.09,-0.05,0,0.33,0.18,0,-0.06,-0.03,0,433,-1.0,-1.0
2022-01-26,440.65,352.2,90.68,346.8,434.41,346.04,91.72,341.68,170461618.8,207319743.0,100395568.90476191,127396737.8,155673364.33333334,74235481.95238096,30386630.85,38806945.25,16824317.51190476,16206824.0,21559641.0,8110199.571428572,-0.04,-0.01,0,-0.06,-0.02,0,0.2,0.08,0,-0.03,-0.0,0,441,-1.0,-1.0
2022-01-27,434.97,346.5,93.8,342.18,431.7801,341.81,98.0,341.61,186040288.6,202058168.66666666,104297607.5,140416126.2,156731232.33333334,77520552.04545455,34092670.55,39555600.083333336,17712377.03409091,18538987.2,22474866.0,8607339.818181818,-0.04,0.0,0,-0.06,0.0,0,0.16,-0.06,0,-0.03,0.01,0,435,-1.0,-1.0
2022-01-28,429.86,340.47,97.6,340.4,434.06,344.48,96.22,342.1,191609150.8,167923891.66666666,106277977.04347827,141740894.6,121996314.66666667,78288239.17391305,36593324.1,34040907.666666664,18254628.36956522,19316063.0,16853081.333333332,8791981.869565217,-0.03,-0.0,0,-0.05,-0.01,0,0.14,-0.03,0,-0.01,0.0,0,430,-1.0,-1.0
2022-01-31,440.88,352.51,92.76,345.84,447.8477,360.67,85.88,349.55,184041756.6,166758231.66666666,108690901.75,134647790.0,116517425.66666667,79520724.91666667,34889026.15,30713319.166666668,18560442.71875,18456584.6,14635203.333333334,8925825.041666666,0.0,-0.01,0,-0.0,-0.02,0,-0.02,0.06,0,0.01,-0.01,0,441,-1.0,-1.0
2022-02-02,456.36,370.48,78.12,354.33,456.96,367.86,77.4,355.8699,155107220.2,146483192.0,110917040.3076923,103620717.8,92139736.33333333,79886488.84615384,24252757.8,18239334.75,18252863.721153848,11984141.2,9339771.333333334,8855188.346153846,0.02,0.05,0,0.03,0.06,0,-0.1,-0.16,0,0.01,0.03,0,457,-1.0,-1.0
2022-02-04,444.05,352.65,86.56,348.17,450.05,358.89,83.16,351.44,134850194.2,119318925.33333333,111380158.67857143,90047393.0,82734893.0,80388088.07142857,16673083.35,14010697.666666666,17972209.61607143,9240113.2,8605741.666666666,8872005.32142857,0.04,-0.0,0,0.04,-0.02,0,-0.13,0.01,0,0.03,0.0,0,445,-1.0,-1.0
2022-02-09,454.85,363.79,75.88,356.86,457.12,365.82,74.88,357.77,103738438.4,94630265.66666667,109759201.29032259,76564624.2,69668455.0,79350704.22580644,13316827.4,12645574.833333334,17456728.830645163,7205633.0,5948971.0,8589131.032258065,-0.02,0.01,0,-0.04,0.01,0,0.02,-0.08,0,-0.0,0.01,0,455,-1.0,-1.0
2022-02-10,453.0,361.17,76.92,356.0,450.32,359.64,80.4,352.87,98882233.6,85983358.0,109219724.03125,72020081.6,59518395.333333336,78613695.40625,13250207.7,10805181.25,17247721.953125,6390701.6,4698773.666666667,8470149.53125,0.01,0.02,0,0.02,0.02,0,-0.08,-0.09,0,0.0,0.0,0,453,-1.0,-1.0
2022-02-11,449.4,358.59,81.28,352.49,440.3,347.34,92.8,347.4,103298087.6,104526975.66666667,110155602.45454545,75409714.0,77561960.66666667,79633788.96969697,14049134.9,14252154.416666666,17377804.356060605,6585425.8,6549544.0,8525553.878787879,0.01,0.01,0,0.02,0.02,0,-0.07,-0.0,0,0.01,0.0,0,450,-1.0,-1.0
2022-02-14,439.9,346.36,92.24,347.0,436.93,345.88,95.28,344.13,110253676.6,128604746.0,111422043.47058824,78480214.2,89870769.0,80278945.23529412,16640642.55,20518725.916666668,17726905.04411765,6521253.8,7763890.333333333,8516315.676470589,-0.02,-0.03,0,-0.03,-0.05,0,0.13,0.22,0,0.0,-0.03,0,440,-1.0,-1.0
2022-02-15,444.23,353.46,86.44,349.1,445.0569,354.77,86.2004,349.56,117945957.2,138074429.5,111750964.0,82892284.6,90887770.5,80276873.62857144,19581519.4,27575566.875,17960533.64285714,7035045.4,7763297.5,8481996.371428572,-0.02,-0.03,0,-0.02,-0.04,0,0.18,0.17,0,0.0,-0.02,0,445,-1.0,-1.0
2022-02-16,445.49,355.62,84.92,350.1,445.29,354.34,83.24,348.82,119478000.6,121596787.33333333,111109034.52777778,81036960.0,79047198.33333333,79584906.41666667,20275928.35,23023563.916666668,17848284.319444444,7109314.2,6822118.333333333,8383600.916666667,-0.02,-0.01,0,-0.02,-0.01,0,0.14,0.06,0,-0.02,-0.01,0,446,-1.0,-1.0
2022-02-17,444.3,353.88,85.5996,348.26,438.47,347.27,89.2,344.32,117941831.8,98796950.0,110398387.24324325,81664692.8,64825859.666666664,79025992.35135135,20989608.25,18053457.416666668,17753382.263513513,7052267.6,5583796.666666667,8278543.864864865,-0.02,0.01,0,-0.02,0.02,0,0.08,-0.1,0,-0.02,0.01,0,445,-1.0,-1.0
2022-02-18,436.31,345.06,92.16,342.34,434.88,342.63,92.84,341.58,110372911.0,91905232.0,110184195.68421052,71555456.8,58667247.666666664,78570850.5263158,20041256.05,15018382.166666666,17728258.52631579,5879277.0,4623263.333333333,8177359.552631579,-0.02,-0.01,0,-0.03,-0.02,0,0.1,0.03,0,-0.02,-0.01,0,437,-1.0,-1.0
2022-02-24,410.72,318.6,108.64,323.04,422.38,335.12,96.6796,328.33,122878969.75,128376937.5,111616005.04878049,78417020.5,86012133.0,78966580.46341464,19129956.125,20376357.875,17887682.152439024,6075651.75,6837662.5,8063627.560975609,-0.05,0.0,0,-0.06,0.0,0,0.13,0.0,0,-0.05,0.0,0,411,-1.0,-1.0
2022-02-25,430.79,343.5,93.64,333.97,435.99,343.93,91.76,339.511,150795054.25,156892440.33333334,114051896.5,95446008.0,100623606.33333333,80178008.38095239,21846139.3125,22805376.25,18120437.648809522,8509033.25,9280797.0,8208947.523809524,-0.03,-0.02,0,-0.03,-0.01,0,0.05,0.03,0,-0.04,0.0,0,431,-1.0,-1.0
2022-02-28,430.99,340.89,98.84,335.92,431.92,342.22,98.24,335.63,148115745.0,156027703.33333334,114231751.44186047,95152351.75,98228104.0,80144533.48837209,21176127.5625,20995057.0,18077831.691860463,9334674.0,9798673.0,8238886.069767442,0.0,0.01,0,0.0,0.01,0,0.0,0.01,0,0.0,0.0,0,431,-1.0,-1.0
2022-03-01,434.76,345.33,98.24,337.53,430.24,341.91,104.92,333.28,147611501.8,133690094.0,114944541.8409091,91607280.2,78082791.0,80082771.22727273,20649839.65,17416534.75,18088442.0625,9111195.4,8856793.0,8238395.045454546,-0.0,0.0,0,0.01,-0.0,0,0.05,0.05,0,0.0,0.0,0,435,-1.0,-1.0
2022-03-02,430.76,341.64,105.52,334.32,438.49,347.5,98.8,339.59,150279559.4,135033448.66666666,115450666.64444445,87903661.2,74524194.0,79801087.42222223,19936610.05,17662086.916666668,18089880.933333334,9229233.6,8748818.0,8244938.888888889,-0.0,-0.0,0,0.0,-0.0,0,0.15,0.12,0,0.0,-0.0,0,431,-1.0,-1.0
2022-03-03,438.82,347.44,99.88,339.95,436.42,342.8,99.04,338.84,147347123.4,133675504.0,115499822.26086956,84805630.0,71814336.33333333,79601259.76086956,18798058.75,16679499.75,17986636.13043478,9437944.6,7842117.333333333,8213009.847826087,0.07,0.02,0,0.09,0.02,0,-0.09,-0.0,0,0.05,0.01,0,439,-1.0,-1.0
2022-03-04,432.2,339.81,104.08,335.4,429.98,336.04,107.66,334.26,125662777.2,120311232.66666667,115287096.57446809,73046946.4,69689716.66666667,79419384.76595744,15877724.75,14851851.416666666,17881851.170212764,8162662.0,7699908.0,8204023.531914894,0.01,0.0,0,-0.0,-0.01,0,0.06,0.01,0,0.01,0.0,0,433,-1.0,-1.0
2022-03-07,430.41,335.69,105.92,334.79,421.58,327.38,110.56,329.58,124122296.6,112432265.33333333,115262016.5625,72691481.4,72874471.0,79368173.89583333,15700952.45,13935627.666666666,17830240.104166668,7470206.6,6866961.333333333,8158815.291666667,-0.0,-0.0,0,-0.01,-0.02,0,0.09,0.02,0,-0.0,-0.0,0,431,-1.0,-1.0
2022-03-08,418.79,323.31,112.48,328.17,421.3,327.375,110.0284,330.16,122565742.8,125947508.0,115722215.40816326,75187641.4,83434528.5,79583268.18367347,15341180.5,16075174.125,17808109.25,7144914.8,6312425.0,8126815.428571428,-0.03,-0.02,0,-0.05,-0.04,0,0.13,0.06,0,-0.02,-0.02,0,419,-1.0,-1.0
2022-03-09,424.34,331.14,106.68,332.39,427.12,334.3437,106.18,333.34,127969660.0,138878253.33333334,116702565.98,84912625.6,94300326.0,80312241.24,16143926.0,18105755.666666668,17895285.44,7080305.6,6944890.666666667,8128475.56,-0.02,-0.03,0,-0.04,-0.04,0,0.04,0.06,0,-0.01,-0.02,0,425,-1.0,-1.0
2022-03-10,423.03,330.72,109.3596,330.15,424.5,330.88,104.2,331.376,127793748.0,139794589.66666666,116705109.09803921,83735495.8,90221027.0,80006577.01960784,16631837.3,18230974.5,17853812.715686273,6658897.4,6489935.333333333,8060645.882352941,-0.03,-0.01,0,-0.04,-0.0,0,0.06,0.0,0,-0.02,-0.0,0,424,-1.0,-1.0
2022-03-11,429.5,335.27,99.12,335.29,423.2,327.43,102.08,331.93,125487936.0,125181554.66666667,116267946.51923077,83389011.6,83358667.0,79801079.65384616,16471739.7,16736116.75,17746263.528846152,5764240.0,5398783.333333333,7969428.961538462,-0.02,0.01,0,-0.03,0.02,0,0.0,-0.07,0,-0.01,0.01,0,430,-1.0,-1.0
2022-03-14,419.33,322.02,105.1,330.55,416.7,318.19,120.24,329.86,121743340.2,102055065.66666667,115873462.18867925,81242445.4,66757504.0,79544991.96226415,15946664.3,13606858.166666666,17652544.273584906,5942122.8,4969990.0,7949693.358490566,-0.02,-0.0,0,-0.02,-0.01,0,-0.04,-0.04,0,-0.01,-0.0,0,420,-1.0,-1.0
2022-03-15,419.863,320.21,126.8,332.64,425.34,327.54,119.12,335.91,113326825.8,95544732.5,115500420.07407407,79160327.8,72862819.0,79544107.03703703,15926032.2,14710905.375,17633842.85648148,5752080.6,6282026.5,7906932.574074074,-0.0,-0.03,0,-0.02,-0.05,0,0.07,0.21,0,0.01,-0.02,0,420,-1.0,-1.0
2022-03-16,430.56,332.61,113.08,339.63,432.3,337.31,105.04,338.96,101605700.4,99074527.33333333,115330123.65454546,71222941.8,74023543.0,79485941.2909091,14122109.8,14189705.833333334,17552269.472727273,5439814.4,6404181.333333333,7884051.818181818,0.0,-0.01,0,-0.01,-0.02,0,0.12,0.2,0,0.01,0.0,0,431,-1.0,-1.0
2022-03-17,433.28,337.36,104.2,339.9199,440.09,343.71,104.76,344.69,107180208.4,115522703.33333333,115854671.53571428,79284959.4,86958550.33333333,79942146.875,11748272.5,11233654.833333334,17308675.19642857,6421394.2,7288721.0,7914284.125,0.02,0.03,0,0.02,0.05,0,-0.04,-0.0,0,0.03,0.03,0,434,-1.0,-1.0
2022-03-18,437.41,341.73,108.72,342.755,444.145,350.86,100.2004,346.77,108916051.4,117830264.0,115623043.43859649,78770276.8,82708582.0,79710658.3508772,9728407.45,6406742.166666667,17042942.82017544,6964497.0,7419477.333333333,7881277.03508772,0.02,0.05,0,0.03,0.07,0,0.06,-0.17,0,0.03,0.04,0,438,-1.0,-1.0
2022-03-21,445.73,350.62,95.6,347.55,442.09,347.4809,101.64,343.86,111110404.8,117896239.66666667,115462853.79310344,82538859.8,85617367.33333333,79803084.01724137,7645452.4,2812429.1666666665,16789863.939655174,6760586.6,7171277.0,7847184.155172414,0.06,0.03,0,0.09,0.05,0,-0.05,-0.11,0,0.05,0.02,0,446,-1.0,-1.0
2022-03-22,446.1101,350.93,100.6404,346.9201,449.69,357.01,100.92,348.09,109614518.4,97290900.0,115001614.84745763,81399233.0,79435209.5,79701321.10169491,4800882.9,2392094.0,16546303.877118643,6498438.6,5116880.5,7787568.677966102,0.05,0.01,0,0.09,0.02,0,-0.2,-0.07,0,0.03,0.0,0,447,-1.0,-1.0
2022-03-23,446.21,352.51,102.44,345.55,445.05,353.11,100.36,344.2,103243773.8,89620731.33333333,114322927.83333333,78765420.4,74015449.0,79425897.88333334,2415939.7,2002259.5833333333,16290908.658333333,6054906.6,4888197.333333333,7731623.05,0.04,0.03,0,0.07,0.04,0,-0.11,-0.07,0,0.02,0.02,0,447,-1.0,-1.0
2022-03-24,444.76,352.56,102.2,343.53,449.23,358.4,99.84,346.46,90176219.4,80632394.33333333,113749880.37704918,71829334.4,69109341.33333333,79277162.24590164,1880451.2,1625319.5,16044066.672131147,4952025.8,4274453.0,7671476.065573771,0.03,-0.0,0,0.05,0.01,0,-0.04,0.05,0,0.01,-0.01,0,445,-1.0,-1.0
2022-03-25,450.55,358.49,100.16,347.6,450.73,357.39,100.32,347.21,82593223.8,72794773.0,112959348.30645162,69187724.4,62356067.666666664,78862034.64516129,1627614.0,1117960.6666666667,15799771.141129032,4455458.2,4014510.0,7605001.322580645,0.03,0.01,0,0.05,0.02,0,-0.08,-0.01,0,0.01,-0.0,0,451,-1.0,-1.0
2022-03-28,451.84,360.46,107.72,346.77,454.69,364.03,104.0,348.55,76674559.8,73614216.33333333,112384417.76190476,63675886.6,60468144.333333336,78523147.71428572,1379289.0,1084678.0,15566802.436507937,3916186.4,3606743.3333333335,7535200.206349206,0.01,0.01,0,0.02,0.01,0,0.05,-0.02,0,-0.0,0.0,0,452,-1.0,-1.0
2022-03-29,459.51,368.96,99.2,352.74,461.36,371.08,100.0,352.66,72682582.0,72514295.5,111695440.40625,60242365.4,57071812.0,78181090.1875,1440485.65,1924273.125,15366161.828125,3642695.0,3084972.5,7463750.421875,0.02,0.01,0,0.04,0.02,0,0.03,0.04,0,0.0,0.0,0,460,-1.0,-1.0
2022-03-30,459.92,368.71,99.44,352.0604,457.28,366.11,101.0,351.14,75137811.6,77195044.33333333,111308688.12307692,61184770.8,60677193.0,78022734.26153846,1454591.4,1713888.5833333333,15149653.484615386,3698890.4,3627251.0,7421412.846153846,0.03,0.02,0,0.05,0.04,0,-0.02,-0.0,0,0.02,0.01,0,460,-1.0,-1.0
2022-03-31,457.17,365.42,102.0804,350.66,454.115,364.01,102.08,348.32,75095453.4,78000550.33333333,110821514.6969697,60865708.0,64425710.333333336,77882355.10606061,1407203.7,1671844.0,14935213.416666666,3668326.6,3861353.3333333335,7368207.166666667,0.03,0.01,0,0.04,0.02,0,-0.01,-0.06,0,0.02,0.01,0,458,-1.0,-1.0
2022-04-01,452.43,361.96,101.52,347.3737,450.32,359.17,100.6256,346.49,86364864.6,95598577.33333333,110974685.34328358,63560138.8,67885690.0,77720102.11940299,1375972.7,1010439.0833333334,14723368.27238806,3754100.8,4200186.333333333,7317620.686567164,0.01,-0.01,0,0.02,-0.01,0,0.02,0.03,0,0.0,-0.01,0,453,-1.0,-1.0
2022-04-04,452.33,362.98,100.08,346.03,455.73,368.41,96.04,348.47,88811874.4,96404321.0,110651142.51470588,62934636.6,63384587.333333336,77376933.66176471,1305098.35,835522.9166666666,14518147.724264706,3824286.6,3815737.0,7262338.911764706,-0.0,-0.02,0,-0.0,-0.03,0,-0.07,0.01,0,-0.0,-0.02,0,453,1.0,3.49
2022-04-05,456.45,367.28,96.684,349.48,449.96,360.16,102.54,345.62,87054801.0,74239136.5,109909886.82608695,60789977.6,50146409.0,76920864.63768116,937032.7,826923.125,14320572.760869564,3997780.8,3694172.5,7212593.202898551,-0.01,0.01,0,-0.0,0.02,0,-0.03,-0.05,0,-0.01,0.0,0,457,0.0,0.0
2022-04-06,446.12,354.81,104.46,343.34,446.55,353.7,97.4,344.73,84586119.2,74230468.66666667,109399933.2,59760118.8,54343826.333333336,76718261.72857143,903522.75,926472.0,14132072.717857143,3921759.0,3906681.3333333335,7171437.571428572,-0.02,-0.01,0,-0.02,-0.0,0,0.03,0.01,0,-0.02,-0.01,0,447,1.24,1.21
2022-04-07,446.02,353.66,96.72,343.34,449.6,355.09,96.2,346.39,90124064.8,80187534.33333333,109363947.8028169,64014191.2,66224968.0,76905723.84507042,941557.2,1065942.0833333333,13949744.669014085,4226050.0,4530959.0,7146928.492957747,-0.02,-0.01,0,-0.03,-0.03,0,-0.05,-0.03,0,-0.02,-0.0,0,447,0.0,0.0
2022-04-08,447.07,350.26,96.68,345.65,447.77,349.28,98.48,347.51,81526718.0,86385105.66666667,108929687.6111111,63361004.8,72170735.33333333,76722942.58333333,957500.3,1044551.75,13767405.21875,4350255.8,4787644.666666667,7111553.680555556,-0.01,-0.02,0,-0.02,-0.03,0,-0.05,-0.01,0,-0.0,-0.01,0,448,0.95,1.02
2022-04-11,443.24,343.56,99.0,345.64,440.0,341.0,101.84,343.22,79573105.6,88049298.33333333,108522509.84931506,64853174.2,71873013.0,76519141.91780822,942896.15,901145.25,13588335.97260274,4545739.8,4855705.0,7076270.479452055,-0.01,0.0,0,-0.04,-0.02,0,-0.02,-0.06,0,0.0,0.01,0,444,1.06,0.02
2022-04-12,442.4,343.685,100.08,344.32,437.37,338.94,102.2,341.59,85626313.2,84488124.5,108269104.82432432,68863800.2,63903397.5,76376468.3918919,941047.3,785790.625,13416550.77027027,4848652.2,4940163.5,7052867.459459459,-0.04,-0.02,0,-0.07,-0.03,0,0.05,0.05,0,-0.02,-0.01,0,443,0.0,0.0
2022-04-13,438.9916,339.64,101.7996,342.44,443.685,346.8,99.0,345.8,87656413.6,84446628.0,107950365.22666667,70871381.0,66861120.0,76328469.68,932416.2,884665.1666666666,13252095.616666667,4882597.0,4793916.666666667,7018848.2,-0.02,-0.02,0,-0.04,-0.03,0,-0.02,0.06,0,-0.01,-0.01,0,439,1.6,5.03
2022-04-14,443.68,345.18,96.62,347.72,438.65,338.98,99.84,345.015,81077450.4,82694775.66666667,107502994.0263158,65093617.6,66625707.0,76128611.59210527,842645.7,898858.0,13087435.52631579,4517329.2,4483608.0,6973928.5394736845,-0.01,0.0,0,-0.02,0.01,0,0.02,0.0,0,0.01,0.0,0,444,0.8,0.01
2022-04-18,438.39,338.1908,99.8,345.4,435.76,336.86,101.64,342.77,86488444.5,85909802.5,107377883.07792208,68243097.0,67117261.0,76089217.50649351,857429.3125,735536.0,12926990.172077922,4407604.5,3892274.0,6937638.48051948,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,439,1.26,0.02
2022-04-19,437.97,337.25,100.3996,344.74,444.465,345.35,98.0,348.87,80283434.5,64950498.0,106833942.24358974,66381510.5,58514955.0,75863906.44871795,795766.0,629577.75,12769331.038461538,4056241.75,3938996.0,6899194.346153846,-0.02,0.0,0,-0.02,0.0,0,0.02,0.0,0,-0.0,0.0,0,438,0.0,0.0
2022-04-20,446.51,345.37,97.24,351.85,445.53,341.94,97.6,352.27,78638529.0,71367255.5,106466221.62025316,62316290.25,57515319.5,75618992.24050634,684774.125,634012.25,12615775.541139241,3996179.75,4100085.5,6865801.696202531,0.01,0.0,0,0.02,0.0,0,-0.04,0.0,0,0.02,0.0,0,447,0.74,0.24
2022-04-21,448.69,346.9,96.68,353.53,437.13,333.25,100.16,347.18,76453502.75,69314853.33333333,105950519.4625,63368857.0,60126720.333333336,75490623.8625,607093.6875,565077.1666666666,12463418.434375,4514181.75,4625711.0,6850941.2,0.0,0.02,0,-0.01,0.01,0,0.01,-0.02,0,0.01,0.02,0,449,0.0,0.0
2022-04-22,435.15,332.93,99.76,345.19,427.49,326.46,103.72,339.42,73340471.75,76137129.66666667,105697023.25925925,64025867.25,65862838.0,75493496.50617284,588304.375,574546.5833333334,12317672.354938272,4811685.0,5102581.333333333,6832653.12345679,0.0,-0.0,0,0.0,-0.01,0,0.0,-0.0,0,0.0,0.01,0,436,0.91,0.01
2022-04-25,422.16,323.89,102.4,335.37,427.4,328.06,99.7596,340.16,85146731.8,94333049.33333333,106022325.07317074,67733122.8,74544991.66666667,75579699.53658536,692463.2,731430.5,12180982.429878049,5220373.4,5967232.0,6832927.195121951,-0.02,-0.04,0,-0.03,-0.05,0,0.04,0.07,0,-0.02,-0.04,0,423,1.68,5.52
2022-04-26,424.94,325.03,101.8,338.1,417.2,317.88,105.2,332.99,96083961.8,126004210.0,106186353.06024097,76361303.0,92109000.5,75893870.09638554,837675.25,1232368.25,12050556.593373494,5793891.8,6830857.5,6832609.855421687,-0.02,-0.02,0,-0.03,-0.01,0,-0.01,-0.0,0,-0.01,-0.01,0,425,0.0,0.0
2022-04-27,417.8,319.0,102.04,333.24,417.37,316.63,106.2,333.47,101326421.6,118668244.0,106160281.14285715,86219632.0,96675110.0,76249982.70238096,947469.45,1217384.75,11921233.511904761,6465620.4,7093844.333333333,6841981.380952381,-0.07,-0.04,0,-0.08,-0.05,0,0.08,0.05,0,-0.05,-0.04,0,418,2.7,1.43
